,Company name,Category
2350,ANKE TSCHEULIN,2076
2351,AB SERVICOS SELECTA ESPANA SLU,2077
2352,AGILIAD TECHNOLOGIES PRIVATE,2078
2353,ASOC GRUPO DE EMPRESA DE,2079
2354,AIP CONSULTING MUENCHEN GMBH,2080
2355,AMGC ATEL MEC GLE CASTELET,2081
2356,ASADOR EL CORRAL DE LA ABUELA,2082
2357,AUTOEASE VEHICLE MANAGEMENT LTD,2083
2358,ALCANER 2000 SL,2084
2359,AVIS BUDGET DEUTSCHLAND GMBH&COKG,2085
2360,APD/34315510,2086
2361,ADEPT TRAINING SERVICES,2087
2362,ADEPT TRAINING SERVICES LTD,2087
2363,ARBUMA CONSULTING GMBH,2088
2364,ALTRAN UK LIMITED,2089
2365,ARBEITSGRUPPE KONAKTIVA GBR,2090
2366,ANTONIO CACHINERO Y ASOCIADOS,2091
2367,"ANTONIO CACHINERO Y ASOCIADOS, SL",2091
2368,ARTEMIS INDUSTRY ASSOCIATION,2092
2369,AIM GROUP INTERNATIONAL,2093
2370,ACCORINVEST SPAIN SA,2094
2371,AUTOHAUS KARL VETTER,2095
2372,AVON VALLEY PRECISION ENGINEERING,2096
2373,AMETHYST RISK MANAGEMENT LTD,2097
2374,ATELIER DAMBOECK,2098
2375,A M BEST COMPANY INC,2099
2376,APD/34314920,2100
2377,ANSMANN GEBÃUDEREINIGUNG GMBH,2101
2378,AVX ELECTRONICS TECHNOLOGY LTD,2103
2379,AETOS DESIGN ENGINEERING PVT LTD,2104
2380,ASSA ABLOY ENTRANCE SYSTEMS FR,2105
2381,AP-QUALIFIZIERUNG GMBH,2106
2382,AGERUL INDUSTRIAS QUIMICAS SL,2107
2383,AGERUL INDUSTRIAS QUIMICAS S L,2107
2384,ALCAIDE ENGINEERING LIMITED,2108
2385,ATOS LUXEMBOURG PSF SA,2109
2386,ACORN INDUSTRIAL SERVICES LTD,2112
2387,ARBEITSGEMEINSCHAFT WASSERWERK,2113
2388,Association FranÃÂ§aise des juristes dentreprise,2114
2389,ADDRIENNE ARSHT CENTER,2115
2390,AT KEARNEY,2116
2391,AT KEARNEY SA,2116
2392,APS ARBEITSRECHTLICHE,2117
2393,AT Y JM INVESTIGACION 3 SL,2118
2394,AT Y JM INVESTIGACION 3,2118
2395,AHD REAL ESTATE GMBH & CO KG,2119
2396,AV-BASE SYSTEMS INC,2120
2397,AV-BASE SYSTEMS INC.,2120
2398,ANTALIS VERPACKUNGEN GMBH,2121
2399,ATOS ORIGIN GMBH,2122
2400,A & L GOODBODY,2123
2401,ADCHEM GMBH,2124
2402,AUTOMATIZACION DE MAQUINARIA,2125
2403,ACSG GMBH & CO KG,2126
2404,ASN-ENERGY GMBH,2127
2405,AFRIKA VEREIN VERANSTALTUNGS GMBH,2128
2406,AKADEMIE F INTERNAT RECHNUNGS,2129
2407,AKADEMIE F INTERNAT. RECHNUNGS-,2129
2408,AKADEMIE F INTERNAT RECHNUNGS-,2129
2409,ASAK ARMATUREN SERVICE GMBH,2130
2410,ALABAMA HOTELS MASTER TENANT LLC,2131
2411,STUDEC IBERIA SLU,2132
2412,AVIC COMPOSITE CORPORATION LTD,2133
2413,AVIC COMPOSITE CORPORATION(BEIJING),2133
2414,AVIACOMP SAS,2134
2415,ASSOCIATION RIE TROCADERO SAVILLS,2135
2416,ANODITEC HAMBURG GMBH & CO KG,2136
2417,ATELIER MECANIQUE PRECISION MO,2137
2418,ARCHITEKTURBÃRO SCHÃNBAUER,2138
2419,AUSTRIAN INSTITUTE FOR ICING SCIENC,2139
2420,ACE LIFTS LTD,2140
2421,AVK INDUSTRIEVEREINIGUNG,2141
2422,ALTEN TECHNOLOGY USA INC,2142
2423,"ALTEN TECHNOLOGY USA, INC",2142
2424,ASV STUEBBE GMBH UND CO KG,2143
2425,ADVANTECH WIRELESS (EMEA) LTD,2144
2426,AVON OCCUPATIONAL SAFETY AND HEALTH,2145
2427,ALTE WURZHUETTE,2146
2428,ARINC RESEARCH CORP,2147
2429,ARINC RESEARCH CORP.,2147
2430,AIM ENGINEERING LTD,2148
2431,AUGSBURGER FLUGHAFEN GMBH,2149
2432,ARDEN PHOTONICS LTD,2150
2433,ARGON MEASURING SOLUTIONS NV,2151
2434,ARGON MEASURING SOLUTIONS,2151
2435,AT&T MOBILITY,2152
2436,AMUR MASCHINENBAU GMBH,2153
2437,APARTAMENTOS LUX SEVILLA SL,2154
2438,ANDREAS WEITH,2155
2439,ANDREOLI MSL PR SERVICES,2156
2440,ADEKMA LEVAGE SARL,2157
2441,A LATTER COMPANY LTD,2158
2442,ALFA SPRACHREISEN GMBH,2159
2443,ANTEA FRANCE_1,2160
2444,AMPTOWN SYSTEM COMPANY GMBH,2161
2445,ATLAS COPCO SAE,2162
2446,ANDRAGOGY CO. LTD,2163
2447,ANDRAGOGY CO LTD,2163
2448,ABA EV ARBEITSGEMEINSCHAFT FUER,2164
2449,AFCEA BONN EV,2166
2450,AFCEA BONN E V,2166
2451,APARICIO LOPZ FAUSTINA ( PAPELERIA ),2167
2452,ALLGAEU RESORT GMBH,2169
2453,ALLGAEU RESORT,2169
2454,ADLON DATENVERARBEITUNG GMBH,2170
2455,A WEISS ERBEN GMBH,2171
2456,A ARNEGGER GMBH,2172
2457,ALIBABA CLOUD COMPUTING CO LTD,2173
2458,ANDREAS WAGNER ARCHITEKTEN,2174
2459,ADMIXX GMBH WERBEMITTEL SYSTEMHAUS,2175
2460,ANGLO GERMANN CLUB EV,2176
2461,APARTHOTEL DONAUSTERN,2177
2462,AMBERA EVENTS PRIVATE LTD,2178
2463,AMBERA EVENTS PRIVATE,2178
2464,AKKA OCTOGON GMBH,2179
2465,AALTO UNIVERSITY FOUNDATION SR,2180
2466,ARS-TEC GMBH,2181
2467,ANTON STEININGER GMBH,2182
2468,ASOCIACION GADITANA RADIO TAXIS,2183
2469,ASOC GADITANA DE RADIO TAXIS D,2183
2470,ASTUTE ELECTRONICS LTD,2184
2471,AKADEMIE FUER SEKRETARIAT UND BUEROMANAGEMENT,2185
2472,ABILITY INTERNATIONAL LTD,2186
2473,"ABC SEVILLA, SL",2187
2474,"ABC SEVILLA, S.L.",2187
2475,ART-CONSTRUCTION GMBH,2188
2476,ATMD BIRD & BIRD LLP,2189
2477,ANTALA LOCKS & ACCESORIS SL,2190
2478,"ANTALA LOCKS & ACCESORIS, SL",2190
2479,ADOLF WUERTH GMBH UND CO KG,2191
2480,ADOLF WUERTH GMBH & CO KG,2191
2481,ASSOCIATION RIE TROCADERO SAVI,2192
2482,ANTARES ANDALUCIA SA,2193
2483,AGENCE STEP BY STEP,2194
2484,ADVOKAT ING JUDR BYSTRIK BUGAN,2195
2485,AGENTUR JUNGES HERZ - SK SCHULKURIER GMBH,2196
2486,ASSOCIATION USINAGE TRES GRANDE VIT,2197
2487,ALLRESTO FLUGHAFEN MUENCHEN,2199
2488,ATOMS MONACO,2200
2489,AUDIO CONTACT INTERNACIONAL SL,2201
2490,ARZTEKAMMER WESTFALEN-LIPPE,2202
2491,ARZTEKAMMER WESTFALEN LIPPE,2202
2492,APRILE PROJECT SPA,2203
2493,ATLAS COPCO COMPRESSORS LTD,2204
2494,ALFRED DEMHARTER GMBH,2205
2495,AIAA AMERICAN INSTITUTE OF,2206
2496,ALHJ MAAS SL,2207
2497,ANDERSON ELECTRIC CONTROLS INC,2208
2498,AT-AUTOMATION TECHNOLOGY GMBH,2209
2499,AFR EVENT FURNISHINGS,2210
2500,SAS ALIVE EVENTS,2211
2501,ANNE-KATRIN GRONEWOLD DESIGN,2212
2502,ADGA GROUP CONSULTANTS INC,2213
2503,ACCESS ENGINEERING SERVICES LTD,2214
2504,AUTOMATION STEEG UND HOFFMEYER GMBH,2215
2505,ANDALUZA DE LUMINOSOS Y ROTULOS,2216
2506,AERTEC Industrial Engineering S.L.U,2217
2507,ARTUS STEUERBERATUNG,2218
2508,ARTUS STEUERBERATUNG GMBH & CO KG,2218
2509,ARTUS STEUERBERATUNG GMBH & COKG,2218
2510,ADVANCED BUSINESS EVENTS - ABE,2219
2511,ASS FR MANAGERS DIVERSITE,2220
2512,ARIES INGENIERIA Y SISTEMAS SA,2221
2513,ABWASSERZWECKVERBAND,2222
2514,ASN INGENIEURGESELLSCHAFT MBH & CO KG,2223
2515,AAPA - ASSOCIATION OF ASIA PACIFIC,2224
2516,"ACCESOS NORMALIZADOS, SL",2225
2517,ACCESOS NORMALIZADOS,2225
2518,AUTOHAUS M STIGLMAYR GMBH,2227
2519,AUTOHAUS STIGLMAYR GMBH,2227
2520,ARABIAN ADVENTURES,2228
2521,ASOCIACION DE USUARIOS DE SAP,2229
2522,ACTEIS - SCP DAVOCATS,2230
2523,ALFAGOMMA GERMANY GMBH,2231
2524,ARBEITSMEDIZINISCHER DIENST,2232
2525,ATLAS RESTAURANT BETRIEBE GMBH,2233
2526,ARCADIA CONSULTING LIMITED,2234
2527,ALIXPARTNERS ULC,2235
2528,AMCHAM - AMERICAN CHAMBER OF COMMERCE,2236
2529,AQUARESE BY FLOW,2237
2530,ABCERT AG,2238
2531,ANNA MAYR GMBH & CO KG,2239
2532,AKKA GERMANY GMBH,2240
2533,SARL ATMOS AVOCATS,2241
2534,ACTIVATION RESTAURANT LLC DBA,2242
2535,AIGOR-INTERLINGUA,2243
2536,AMI METALS UK LTD,2244
2537,ASCO DATA GESELLSCHAFT FUER RECHNERANWENDUNG,2245
2538,ASCO DATA GESELLSCHAFT FÃR RECHNERANWENDUNG,2245
2539,ALBIS HITEC LEASING AG,2246
2540,AMST-SYSTEMTECHNIK GMBH,2248
2541,ACCU PEMAR S.L.,2249
2542,ACCU PEMAR SL,2249
2543,ACCU-PEMAR SL,2249
2544,ATTREE ESTATES LIMITED,2250
2545,AVON DYNAMIC CALIBRATION LTD,2251
2546,AVON-DYNAMIC CALIBRATION,2251
2547,ARINKO ACADEMY GMBH,2252
2548,AUTOBUS OBERBAYERN GMBH,2254
2549,AAI-Technologies Limited,2255
2550,AAI TECHNOLOGIES LTD,2255
2551,AUTOMATED PACKAGING SYSTEMS LTD,2256
2552,ASSOCIACAO BRASILEIRA DE ENGENHARIA,2257
2553,ATD GROUPE EPC,2258
2554,AKAPP-STEMMANN BV,2259
2555,AMERICAN ELECTRONIC RESOURCE INC,2260
2556,APD/34315916,2261
2557,ALLIANTECH SAS,2262
2558,ASPEN ELECTRONICS LTD,2263
2559,AX,2264
2560,ARBEITSRECHTSSYMPOSION PASSAU,2265
2561,APUR ENERGIE SARL,2266
2562,APUR ENERGIE,2266
2563,ADF DGH MAINTENANCE S L,2267
2564,ADF-DGH MAINTENANCE,2267
2565,ADF DGH MAINTENANCE SL,2267
2566,ADTECH POLYMER ENGINEERING LTD,2268
2567,ALANS SKIP HIRE LTD,2270
2568,ALANS SKIP HIRE LIMITED,2270
2569,ANDREA MHLMANN,2271
2570,AHLHORN GEORG SPEDITION,2272
2571,ALU-VERKAUFDE GMBH,2273
2572,ATELIER DARCHITECTURE P. VEVER,2274
2573,AJJK CONSULTING LIMITED,2275
2574,AELIS MEXICO S DE RL DE CV,2276
2575,ANTECH-GUETLING WASSERTECHNOLOGIE GMBH,2277
2576,"AUTOS EL MUNDO, S.A.",2278
2577,"AUTOS EL MUNDO, SA",2278
2578,AUTOS EL MUNDO SA,2278
2579,AMALGAM MODELMAKING LTD,2279
2580,AVISTADRONE SL,2280
2581,AWA AUSSENWIRTSCHAFTS-AKADEMIE GMBH,2281
2582,AWA AUSSENWIRTSCHAFTS-AKADEMIE,2281
2583,ARCONIC MANUFACTURING (GB) LTD,2282
2584,ALERIS ALUMINUM (ZHENJIANG) CO LTD,2283
2585,ALFAHOSTING GMBH,2284
2586,AMNE SOC CONS A RL,2285
2587,ASSOCIATION DELTAS-SQY,2286
2588,ANDREAS NILL INNENBEGRNUNG,2287
2589,ASAP LOGISTICS GMBH,2288
2590,ACHIEVE HIRE GROUP,2289
2591,ALFRED SCHNEIDER GMBH,2290
2592,ALLGEM. INDUSTRIE-COMMERZ,2291
2593,ASSOCIATION CALLIOPE DISPLAY TEAM,2292
2594,"ÃÂUDEA SEGURIDAD DE LA INFORMACIÃÂN,S.L",2293
2595,ALLIED CONFERENCE,2294
2596,AVL SCHRICK GMBH,2295
2597,AJLEVIN COMPANY INC,2296
2598,ANDALUZA DE FILTROS SL,2297
2599,ARBEITSGEMEINSCHAFT SYNDIKUSANWAELTE,2298
2600,ASSOCIATION SPORT INCUB,2299
2601,AHSAB EV,2300
2602,AUTOHAUS RIESS GMBH & CO KG,2301
2603,AUTOHAUS RIESS GMBH,2301
2604,ACE NL B V,2302
2605,ACECHO SEGURIDAD SL,2303
2606,AUTO RAPP GMBH,2304
2607,AVIACIONDIGITAL SLU,2305
2608,ANALYTICAL METHODS INC,2306
2609,AUPRILA AUDITORES SL,2307
2610,AEGYPTISCHES GENERALKONSULAT,2308
2611,ALPEX TECHNOLOGIES GMBH,2309
2612,ABH STROMSCHIENEN GMBH,2311
2613,AJU INCENTIVE,2312
2614,AVIVA HEALTH UK LTD,2313
2615,AVIATIC VERLAG GMBH,2314
2616,AMCO METALL-SERVICE GMBH,2315
2617,ARMIN MAIER-JUNKER,2317
2618,AUTOHAUS ANDREAS SCHALL GMBH,2318
2619,AZEXPOMONTAGE,2319
2620,AUTO SERVICE LAEMMERER GMBH,2320
2621,"ARD CONTRACTING, INC.",2321
2622,SARL AMELIN FILS,2322
2623,AUTOMAG GMBH,2323
2624,AERZEN INTERNATIONAL RENTAL BV,2324
2625,ASOCIACION DE PERIODISTAS EUROPEOS,2325
2626,AP&C ADVANCED POWDERS &COATINGS INC,2326
2627,AVANZO LEARNING PROGRESS SA,2327
2628,AVANZO LEARNING PROGRESS,2327
2629,"AVANZO LEARNING PROGRESS, S.A.",2327
2630,ADECCO TT SA EMPRESA DE TRABAJO,2328
2631,"ADECCO TT, SA EMPRESA DE TRABAJO",2328
2632,"ANDREAS WÃRMSEER, CONSULTING",2329
2633,ANDREAS WÃRMSEER CONSULTING,2329
2634,AECOC - LA ASOCIACION DE FABRICANTES Y DISTRIBUIDO,2330
2635,ARNDT MEMMINGEN,2331
2636,ANALYTICAL GRAPHICS INC,2332
2637,"BURMEISTER, ADOLPH, INH. HERBERT LEONHART",2333
2638,AHA ANDERS HEBEZEUGE & ANSCHLAG,2334
2639,ASOC ATLANTICA ESPANOLA,2335
2640,ALBADAT CONSULTORA SL,2336
2641,ATD ELECTRONIQUE SAS,2337
2642,ALKOTO - THOMAS HIRN,2338
2643,ADECCO BUSINESS SOLUTIONS GMBH,2339
2644,OPCAIM VERSEMENT VOLONTAIRE,2340
2645,AUSBILDER AKADEMIE,2341
2646,AUSBILDER-AKADEMIE GMBH,2341
2647,AFPW PRUEFWERKSTATT KOELLNER,2342
2648,ARBEITSGEMEINSCHAFT DEUTSCHER,2343
2649,ATI FLAT ROLLED PRODUCTS GMBH,2344
2650,AAR PARTS TRADING INC,2345
2651,AWS FLURFÃRDERTECHNIK,2346
2652,AKKU POWER GMBH,2347
2653,ALBRECHT CATERING,2348
2654,ATLANTIK-BRÃCKE EV,2349
2655,"AERTEC SOLUTIONS, S.L.",2350
2656,AERTEC SOLUTIONS S.L.,2350
2657,AERTEC SOLUTIONS GMBH,2350
2658,AERTEC SOLUTIONS LTD,2350
2659,AKKU SYS AKKUMULATOR- UND BATTERIETECHNIK,2351
2660,ARNOLD WERKZEUGMASCHINEN,2352
2661,AEBI SCHMIDT DEUTSCHLAND GMBH,2353
2662,WILLI EBERLEIN GMBH,2354
2663,AWI WILLI EBERLEIN GMBH,2354
2664,AUTOCARES RICO SA,2355
2665,AUTOCARES RICO,2355
2666,ASESORIA Y CONTROL EN PROTECCION,2356
2667,ASSOCIATION AMICALE DES ESSAILS,2357
2668,ACCORINVEST GERMANY GMBH,2358
2669,ADEPTIS GROUP PARTNERSHIP LTD,2359
2670,ADEPTIS GROUP PARTNERSHIP LIMITED,2359
2671,AMEC NUCLEAR UK LTD,2360
2672,ABBAKAN S.A.S,2361
2673,ABBAKAN SAS,2361
2674,AFTC/PZIE,2362
2675,AXISCADES - STUDEC,2363
2676,ASFT INDUSTRIES AB,2364
2677,ARMARC SL,2365
2678,ACOUSTICAL ANALYSIS ASSOCIATES INC,2366
2679,ASCHBACHER HOF GMBH & CO KG,2367
2680,ASCHBACHER HOF,2367
2681,ASOC PARA EL FOMENTO DE LA,2368
2682,"ANTENNA HOUSE, INC",2369
2683,APD/34315854,2370
2684,ABSOLUT SYSTEM SAS,2371
2685,ALFA UMZUEGE GMBH + CO KG,2372
2686,"ARAMARK UNIFORM & CAREER APPAREL, LLC",2373
2687,AUBI-PLUS GMBH,2374
2688,ABLAZE BRISTOL,2375
2689,AGS WERBUNG,2376
2690,AMSILK GMBH,2377
2691,ARNOLD HILLRICH GMBH,2378
2692,AUTODESK LTD,2379
2693,AUTODESK GMBH,2379
2694,AUTOTEILE STREB GMBH,2380
2695,ATIX INFORMATIONSTECHNOLOGIE UND,2381
2696,AGS FOUR WINDS INDIA,2382
2697,AGORA AKADEMIE GOITZSCHE GMBH,2383
2698,AGORA AKADEMIE GOITZSCHE,2383
2699,APPSOFT TECHNOLOGIES GMBH,2384
2700,ARIZONA STATE UNIVERSITY,2385
2701,ADP INDIA PRIVATE LIMITED,2386
2702,ALLENS CORPORATE SERVICES PTY LTD,2387
2703,ATV TECHNOLOGIE GMBH,2388
2704,ASOCIACION ESPANOLA DE NORMALIZACION Y CERTIFICACION - AENOR,2389
2705,ALTEN SA SERVICE ADV,2390
2706,ASB BEUCK GMBH,2391
2707,ALPHCAM GMBH,2392
2708,AUTOHAUS WOLFGANG MOCK,2393
2709,APD/34315368,2394
2710,ARBEITSGEMEINSCHAFT ZEITWERTKONTEN,2395
2711,AWI MONTAGEN GMBH,2396
2712,AVENTON GMBH,2397
2713,ASTA ARBEITSSCHUTZ UND BERUFS-,2398
2714,AUTOHAUS BARTELS GMBH,2399
2715,AUTOHAUS KORNPROBST GMBH,2400
2716,ALL4LABELS SMART + SECURE GMBH,2401
2717,ASC PROCESS SYSTEMS INCORPORATED,2402
2718,ARGANTEC SL,2403
2719,AUTOHAUS VOELCKER + PETERS GMBH,2404
2720,AUTOHAUS RANGE GMBH,2405
2721,API2M (GROUPE GTID),2406
2722,ACUMEN CONSULTANCY AND TRAINING,2407
2723,ACUMEN CONSULTANCY AND TRAINING LTD,2407
2724,ATLAS SERVICIOS EMPRESARIALES SA,2408
2725,"ATLAS SERVICIOS EMPRESARIALES, SA",2408
2726,ATLAS SERVICIOS EMPRESARIALES,2408
2727,"APPERIAN, INC",2409
2728,APPERIAN INC,2409
2729,ACS-CONTROL-SYSTEM GMBH,2410
2730,AURON GMBH,2411
2731,AUTOHAUS FILSER GMBH,2412
2732,APD/34316347,2413
2733,ALUMNIGESELLSCHAFT EV,2414
2734,ATA PUBLICATIONS DEPARTMENT,2415
2735,AMS SOFTWARE GMBH,2417
2736,ALLGUHOTEL MEMMINGEN NORD,2418
2737,ARBEITGEBERVERBAND,2419
2738,ADOLF LUPP GMBH + CO KG,2421
2739,ABAST SYSTEMS SA,2422
2740,ATM-KONZEPT UG,2423
2741,ARCHÃOLOGISCHES BÃRO,2424
2742,AQUACOOL LTD,2425
2743,ARISTA CHAMBERS,2426
2744,ASOCIACION SPACE ESPANA,2427
2745,AUER PACKAGING GMBH,2428
2746,ADMINISTRADORA DE ESPACIOS,2429
2747,AMPLEXOR BUSINESS SERVICES SA,2430
2748,ASOBO STUDIO SARL,2431
2749,AC PAINTING CONTRACTOR CORP,2432
2750,APHISA APLICACIONES,2433
2751,AUTOHAUS PRUELLER KG,2434
2752,ANNDORA SHOPPING -WELTEN GMBH,2435
2753,ARP DATACON GMBH,2436
2754,AGENCE VERYWELL,2437
2755,ALM FAMILIE ROHRMOSER,2438
2756,APOPROJEKT GMBH,2439
2757,Ampower GmbH & Co. KG,2440
2758,AMPOWER GMBH & CO KG,2440
2759,AUTOVERMIETUNG PLASCHKA,2442
2760,ARRI GIESSTECHNIK GMBH,2443
2761,ALMOCAR HORNUNG GMBH,2444
2762,AAC MICROTEC AB,2445
2763,ANTHEA EXPERTISES ET SERVICES SARL,2446
2764,APD/34316392,2447
2765,ANALYTIK JENA AG,2448
2766,AXIMA SEITHA,2449
2767,ALLGEMEINER TURN- UND SPORTVEREIN,2450
2768,ANAHATA UNITED EFFORTS FOUNDATION,2451
2769,ASK INTERNATIONAL CONFERENCE,2452
2770,ATELIER MECANIQUE GENERALE VILLEMO,2453
2771,ALBERT SCHNETZ EK,2454
2772,ALTRAN TECHNOLGIES BLAGNAC,2455
2773,APFELSTEDT+HORNUNG KG,2456
2774,ASG LUFTFAHRTTECHNIK & SENSORIK GMBH,2457
2775,AVIONIK STRAUBING VERTRIEBS,2458
2776,AFFUTAGE DE PRECISION DE NORMANDIE,2459
2777,ARAS SOFTWARE AG,2460
2778,ASOCIACION PARA LA PREVENCION,2461
2779,AUSBILDUNGSZENTRUM KRAFTFAHRER STADE GMBH,2462
2780,AUTOTEILE-REESE GMBH,2463
2781,AUTOHAUS VERFUERTH,2464
2782,AGAP 2 HIQ CONSULTING,2465
2783,AGEO GEOMETRES EXPERTS SAS,2466
2784,ASPA ASSOCIATION OF SOUTH PACIFIC,2467
2785,ABIL PRODUCCIONES COMUNICACIONES,2468
2786,ACITURRI ASSEMBLY SAU,2469
2787,A.F.FERGUSON & CO,2470
2788,AUDITY E K,2471
2789,ATTRACTSOFT GMBH,2472
2790,AUTEM GMBH GESELLSCHAFT FÃR AUTOMATISIERUNG,2473
2791,ALUTIIQ DIVERSIFIED SERVICES LLC,2474
2792,ADI SOFTWARE GMBH,2475
2793,ATS 360 SLU,2476
2794,ARITHNEA GMBH,2477
2795,ASCENDING TECHNOLOGIES GMBH,2478
2796,APD/34315511,2479
2797,ALTRAN TECHNOLOGIES UK LTD,2482
2798,ATEX EXPLOSIONSSCHUTZ GMBH,2483
2799,ADVICO MICROELECTRONICS GMBH,2484
2800,ACCEED GMBH,2485
2801,"ACE ENGINEERING CO.,LTD.",2486
2802,ACE ENGINEERING CO LTD,2486
2803,ALLIANCE MATERIAL HANDLING INC,2487
2804,ALPRED SL,2488
2805,ADAMS CONSULT GMBH & CO KG,2489
2806,ARBEIT UND LEBEN BIELEFELD E V,2490
2807,ARBEIT UND LEBEN BIELEFELD EV DGB,2490
2808,AKUSTIKBÃRO OLDENBURG,2491
2809,A V OPTICS LTD,2492
2810,ABADIE ALUMINIUM SARL,2493
2811,ALTMUEHLTALER ABENTEUERPARK,2494
2812,AYESA ADVANCED TECHNOLOGIES SA.,2495
2813,ADDITION MT,2496
2814,ANSYS GERMANY GMBH,2497
2815,ARRIS COMPOSITES LLC,2498
2816,APERSO E.K.,2500
2817,AMT FUER STRASSEN UND VERKEHR,2503
2818,AOIP - SOCIT ANONYME,2504
2819,AXISCADES ENGINEERING TECHNOLOGIES LIMITED,2505
2820,AXISCADES ENGINEERING TECHNOLOGIES,2505
2821,APPLIED RADIO LABS,2506
2822,ADOLF WÃRTH GMBH & CO KG,2507
2823,ADS GROUP LIMITED,2508
2824,ADS GROUP,2508
2825,AKKA TECHNOLOGIES SPAIN,2509
2826,ADELANTE GMBH,2510
2827,ABU-GHAZALEH INTERNATIONAL,2511
2828,APAVE SUDEUROPE S.A.S.,2512
2829,AMEURO METALS BV,2513
2830,AGH GERFAHRGUTSEMINARE,2514
2831,AGH GERFAHRGUTSEMINARE LUFTVERKEHR,2514
2832,ANTONIUS APOTHEKE,2516
2833,ANTONIUS-APOTHEKE,2516
2834,ACREO SWEDISH ICT AB,2517
2835,AMPTOWN SOUND COMMUNICATION,2518
2836,ABCR GMBH,2519
2837,ARRK PRODUCT DEVELOPMENT GROUP,2520
2838,ACH SELLERIE TAPISSERIE,2521
2839,ASIA HOUSE ENTERPRISES,2522
2840,ALCERECO INC,2523
2841,ALTBAYERISCHE KUECHE,2524
2842,AB SERVICIOS SELECTA ESPAÃÂA S L,2525
2843,ATLANTIC CASTING AND ENGINEERING,2526
2844,ANDREAS SCHMID KONTRAKT LOGISTIK GMBH & CO.KG,2527
2845,ANDREAS SCHMID KONTRAKT LOGISTIK,2527
2846,ADDON SYSTEMHAUS GMBH,2528
2847,ADDON SYSTEMHAUS,2528
2848,ADEI ESAT DE MARLONGES,2529
2849,ALPHABETA (SG) PTE LTD,2530
2850,ALPHABETA (SG) PTE. LTD.,2530
2851,APTIMA INC,2531
2852,ABARIS TRAINING,2532
2853,AKKUPLUS.DE,2533
2854,ALROY SHEET METALS LTD,2534
2855,ALL-PARTY PARLIAMENTARY CORPORATE,2535
2856,ALL PARTY PARLIAMENTARY GROUP,2535
2857,ALU-MEIER GMBH,2536
2858,APLEONA HSG FM AS,2537
2859,APLEONA HSG FM AS GMBH,2537
2860,APLEONA HSG AS,2537
2861,ASS DE LECOLE ALLEMANDE PARIS,2538
2862,AUTOTRANSPORTE TURISTICO ANDAL,2539
2863,ALUTIIQ ADVANCED SECURITY,2540
2864,AUTOHAUS LAAGE KRONSKAMP GMBH,2541
2865,AVANTI-LIFTSYSTEME,2542
2866,AVANTI LIFTSYSTEME,2542
2867,ADVANCED MANUFACTURING RESEARC,2543
2868,AAS SEMINARE,2544
2869,ALRO+ ALOIS ROTHENHAEUSLER,2545
2870,A&T SCHMID GBR MESSEORGANISATION,2546
2871,A&O LIEFERSERVICE EK,2547
2872,AXA TIANPING PROPERTY & CASUALTY,2548
2873,ASOCIACION ESPANOLA DE DIRECTI,2549
2874,AUSTRIAN INSTITUT OF TECHNOLOGY,2550
2875,ADVANCED REALTIME TRACKING GMBH,2551
2876,ART ADVANCED REALTIME TRACKING,2551
2877,ARTKO WERBETECHNIK,2552
2878,ALABAMA PALS,2553
2879,AVIONICS INSTRUMENTS INC,2554
2880,ADVANCED FUNCTIONAL FABRICS,2555
2881,ALLGEIER BUSINESS SERVICES GMBH,2556
2882,AKBEVENT GMBH & COKG,2557
2883,ACADEMY Intensivfahrschule Nordheide GmbH,2558
2884,ALEXANDER AM ZOO,2559
2885,ALPHACAM FERTIGUNGSSOFTWARE,2560
2886,ALPHACAM FERTIGUNGSSOFTWARE GMBH,2560
2887,ARC JACOBS GMBH & CO KG,2561
2888,ARJONA COBOS ANA,2562
2889,ALLRESTO FLUGHAFEN MÃNCHEN,2563
2890,ANSMANN GEBAEUDEREINIGUNG GMBH,2564
2891,APD/34315487,2565
2892,ASS RESILIENCE OCCITANIE (RESO),2566
2893,AGENT-3D EV,2567
2894,ANTHONY ROBINSON SOLICITORS LTD,2568
2895,ANTRIX CORPORATION LIMITED,2569
2896,AUTOHAUS HERTEN GMBH,2570
2897,ALUMNI UND FÃRDERER DER TUHH EV,2571
2898,ANDREAS KARL GMBH & CO KG,2572
2899,AUTOHAUS KNALLER GMBH & CO KG,2573
2900,ALTEN SUDOUEST,2574
2901,AM COACHING SL,2575
2902,"AM COACHING, SL",2575
2903,ADOLF MUELLER GMBH & CO KG,2576
2904,ALPHA COM DEUTSCHLAND GMBH,2577
2905,ALPHA COM,2577
2906,AMK ARNOLD MÃLLER GMBH UND CO,2578
2907,ASANA INC,2580
2908,AGENTUR MEDIAFUSION,2581
2909,ABB ELECTRICAL PRODUCTS,2582
2910,ARMED FORCES PARLIAMENTARY TRUST,2583
2911,ASS OMNIA GREEN,2584
2912,ALLIANZ FÃR SICHERHEIT IN DER WIRTSCHAFT,2585
2913,ALSTERARBEIT GMBH HAMBURG,2587
2914,ABRECHNUNGSORGANISATION,2588
2915,ASSOCIATION LE CLUB TOP 20,2589
2916,ASSOCIATION OF PROPOSAL,2590
2917,AMBULANCIAS SANTA CRUZ,2591
2918,AUTOHAUS PIAHOWIAK GMBH & CO KG,2592
2919,APLEONA HSG NORD GMBH,2594
